Year,Gender,Educational.Stage,Field.Of.Interest,Would.Enroll.In.CS,Q1,Q2,CS.Only.Teaches.To.Use.Software,CS.Uses.Little.Math,Most.CS.Students.Are.Male,CS.Requires.Knowledge.In.Computers,Higher.Education.Required.To.Work.In.CS,Family.Approves.CS.Major,CS.Has.Low.Employability,CS.Work.Has.Long.Hours,CS.Fosters.Creativity,CS.Is.Prestigious,CS.Provides.Good.Wages,CS.Enables.Interdisciplinary.Experiences,Uses.Computer.At.Home,Uses.Computer.At.Relatives.House,Uses.Computer.At.Friends.House,Uses.Computer.At.School,Uses.Computer.At.Work,Uses.Computer.At.Lan.House,Uses.Computer.At.Library,Uses.Computer.At.Digital.Inclusion.Center,Has.Used.Text.Editor,Has.Used.Image.Editor,Has.Used.Spreadsheet,Has.Used.Database,Has.Used.Internet,Has.Used.Social.Network,Has.Used.Email,Has.Used.Games,Has.Used.For.Creating.Web.Pages,Has.Used.For.Development,Has.Used.Other.Softwares
2014,F,Middle School,Exact Sciences,No,10110100.0,1101000.0,No,Maybe,No,No,Yes,Maybe,No,No,Yes,Yes,Maybe,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
2014,F,Middle School,Exact Sciences,Yes,11000000.0,1101000.0,Yes,Yes,Maybe,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Maybe,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
2014,F,Middle School,Exact Sciences,Yes,11000000.0,1101000.0,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
2014,F,Middle School,Biology-Health Sciences,Maybe,11110000.0,1101000.0,Maybe,No,Yes,Yes,Maybe,Maybe,No,Maybe,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No
2014,F,Middle School,Exact Sciences,Maybe,11110000.0,1110001.0,No,No,Maybe,No,Yes,Yes,Maybe,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes
2014,F,High School (11th Grade),Biology-Health Sciences,No,10100010.0,1110100.0,No,No,No,No,No,Yes,Maybe,Maybe,Yes,Yes,Maybe,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No
2014,F,Middle School,Biology-Health Sciences,Yes,1000100.0,1111000.0,Yes,Maybe,No,Maybe,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (12th Grade),Biology-Health Sciences,No,10000000.0,1111000.0,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (11th Grade),Exact Sciences,Yes,10000100.0,1111000.0,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Maybe,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,Middle School,Biology-Health Sciences,Yes,11000100.0,1111000.0,Maybe,No,Yes,No,Yes,Yes,No,Maybe,Yes,No,Maybe,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (10th Grade),Exact Sciences,Maybe,11100100.0,1111000.0,No,No,Yes,No,Yes,Maybe,Maybe,No,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,Middle School,Biology-Health Sciences,No,11110100.0,1111000.0,No,Yes,No,No,Yes,Yes,No,Maybe,No,No,Yes,Maybe,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (10th Grade),Exact Sciences,Yes,11010010.0,1111010.0,No,No,Maybe,Yes,Yes,Maybe,Maybe,Maybe,Yes,Yes,Maybe,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No
2014,F,Middle School,Exact Sciences,No,11100000.0,11111010.0,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
2014,F,Middle School,Biology-Health Sciences,No,10000.0,100101000.0,No,Maybe,Maybe,No,Maybe,Yes,No,Maybe,Yes,Yes,Yes,Maybe,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No
2014,F,Middle School,Biology-Health Sciences,No,11100000.0,111111000.0,No,No,No,No,Yes,Yes,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
2014,F,,Biology-Health Sciences,Yes,10000000.0,1000000000.0,Maybe,Yes,Yes,Yes,Maybe,Yes,Maybe,No,Maybe,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2014,F,High School (10th Grade),Human Sciences,No,11100000.0,1000110000.0,No,Maybe,Maybe,Yes,Yes,No,Maybe,No,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No
2014,F,High School (10th Grade),Exact Sciences,Yes,11110100.0,1000111000.0,No,No,No,Maybe,Yes,Maybe,No,No,Maybe,No,Maybe,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No
2014,F,Middle School,Human Sciences,Maybe,11100000.0,1000111011.0,Maybe,Maybe,Maybe,No,Yes,Maybe,Maybe,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes
2014,F,Middle School,Biology-Health Sciences,No,10000000.0,1001001000.0,Maybe,Maybe,No,No,Yes,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No
2014,F,Middle School,Exact Sciences,Yes,11100100.0,1001001001.0,No,Maybe,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
2014,F,High School (10th Grade),Exact Sciences,Yes,10100101.0,1001100000.0,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Maybe,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No
2014,F,Middle School,Human Sciences,Yes,1000100.0,1001101000.0,No,Maybe,No,No,Yes,Yes,Maybe,No,Yes,Yes,Maybe,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No
2014,F,Middle School,Human Sciences,Maybe,1100100.0,1001101000.0,Maybe,Yes,Yes,Yes,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No
2014,F,Middle School,Biology-Health Sciences,No,10010100.0,1001101001.0,No,No,No,Maybe,Maybe,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
2014,F,Middle School,Biology-Health Sciences,Maybe,10100100.0,1001101001.0,Maybe,No,Maybe,No,Yes,Maybe,No,No,Yes,Yes,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
2014,F,Middle School,Biology-Health Sciences,Maybe,11000010.0,1001101001.0,No,No,Maybe,Yes,Yes,Maybe,Maybe,No,Yes,Maybe,Yes,,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
2014,F,High School (12th Grade),Human Sciences,Yes,10100000.0,1001101100.0,No,Maybe,Yes,No,Yes,No,Maybe,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No
2014,F,High School (10th Grade),Exact Sciences,Yes,1000000.0,1001111000.0,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Yes,Yes,Maybe,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (10th Grade),Biology-Health Sciences,No,10000000.0,1001111000.0,Yes,Yes,Maybe,No,Maybe,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (10th Grade),Exact Sciences,Yes,10110100.0,1001111000.0,No,No,No,Maybe,Yes,Yes,No,No,Yes,No,Maybe,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,Middle School,Exact Sciences,Yes,11000000.0,1001111100.0,No,No,Yes,Yes,Yes,Maybe,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No
2014,F,High School (10th Grade),Exact Sciences,No,10100000.0,1001111101.0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
2014,M,High School (10th Grade),Exact Sciences,No,11000101.0,1011100000.0,Yes,No,Yes,Yes,Yes,No,Yes,Maybe,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
2014,F,Middle School,Biology-Health Sciences,Maybe,11110010.0,1011111000.0,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (10th Grade),Human Sciences,Yes,11110001.0,1111111001.0,Maybe,No,No,Yes,Yes,No,Maybe,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
2014,F,Middle School,Biology-Health Sciences,Yes,10000000.0,10000000000.0,No,No,Maybe,Yes,Yes,Yes,No,No,Yes,Yes,Maybe,Maybe,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
2014,F,High School (11th Grade),Exact Sciences,Yes,10000000.0,10000000000.0,Yes,,,,,,,,,,,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
2014,F,Middle School,Biology-Health Sciences,Yes,11110010.0,10000101000.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No
2014,F,High School (10th Grade),Exact Sciences,Yes,10000000.0,10000110000.0,No,Maybe,No,No,Yes,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No
2014,F,High School (11th Grade),Biology-Health Sciences,Yes,11100000.0,10000110000.0,No,Yes,Yes,No,Yes,No,Maybe,Maybe,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No
2014,F,High School (12th Grade),Human Sciences,Maybe,10010000.0,10001011110.0,No,Maybe,Yes,Maybe,Yes,No,Maybe,No,Yes,Maybe,Maybe,Maybe,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No
2014,F,High School (12th Grade),Biology-Health Sciences,No,10000000.0,10001100000.0,No,No,Yes,Yes,Yes,Maybe,Maybe,Maybe,No,Maybe,Yes,Maybe,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
2014,F,High School (11th Grade),Exact Sciences,Maybe,10000000.0,10001100000.0,Maybe,No,Maybe,Yes,No,Maybe,No,No,Yes,Maybe,Maybe,Maybe,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
2014,F,High School (10th Grade),Biology-Health Sciences,Maybe,10100000.0,10001100000.0,No,No,Yes,Maybe,Maybe,Maybe,Maybe,No,Yes,Maybe,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No
2014,F,Middle School,,Yes,110000.0,10001101000.0,No,No,Yes,Maybe,Yes,Yes,No,Yes,Yes,Maybe,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
2014,F,Middle School,Biology-Health Sciences,Yes,10010100.0,10001101000.0,No,No,Maybe,No,Maybe,Yes,,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No
2014,F,Middle School,,Yes,110000.0,10001101010.0,No,No,Yes,Maybe,Yes,Yes,No,Yes,Yes,Maybe,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No
2014,F,Middle School,Biology-Health Sciences,No,11110010.0,10001101010.0,No,No,Maybe,Yes,Yes,No,Maybe,Maybe,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No
2014,F,Middle School,,Maybe,11100100.0,10001101100.0,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No
2014,F,High School (12th Grade),Human Sciences,No,10000000.0,10001110000.0,No,Maybe,Yes,Yes,No,No,No,Maybe,Yes,No,Maybe,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
2014,F,High School (10th Grade),Biology-Health Sciences,No,11110000.0,10001110000.0,No,No,Yes,Yes,No,Maybe,No,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
2014,F,Middle School,Human Sciences,Maybe,11110000.0,10001110000.0,No,No,Yes,Yes,Yes,Maybe,Maybe,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
2014,F,,,Maybe,10000000.0,10001110001.0,No,No,Yes,Maybe,Yes,Maybe,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes
2014,F,High School (11th Grade),Human Sciences,Maybe,11110000.0,10001110001.0,Yes,No,Yes,Yes,Maybe,Maybe,No,Maybe,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes
2014,F,High School (11th Grade),Biology-Health Sciences,Maybe,10000000.0,10001111000.0,No,Maybe,No,Yes,Yes,No,No,Maybe,Yes,Yes,Maybe,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (12th Grade),Biology-Health Sciences,Maybe,10010000.0,10001111000.0,No,No,Yes,No,Maybe,Maybe,No,Maybe,Yes,Yes,Maybe,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (12th Grade),Biology-Health Sciences,Maybe,10010110.0,10001111000.0,No,No,Yes,Maybe,Yes,No,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (12th Grade),Human Sciences,No,10100000.0,10001111000.0,No,No,Yes,No,Yes,No,Maybe,Maybe,Yes,Maybe,Maybe,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (11th Grade),Exact Sciences,Yes,10110000.0,10001111000.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,Middle School,Exact Sciences,No,11010000.0,10001111000.0,Maybe,No,Yes,Yes,Yes,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,Middle School,Exact Sciences,No,11100000.0,10001111000.0,No,Maybe,Maybe,No,Yes,Maybe,No,No,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (12th Grade),Human Sciences,No,11100000.0,10001111000.0,No,No,Yes,Yes,Maybe,Maybe,No,Maybe,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,Middle School,Biology-Health Sciences,Maybe,11100000.0,10001111000.0,No,Maybe,Yes,No,Maybe,Maybe,Maybe,No,Maybe,Yes,Yes,Maybe,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (10th Grade),Biology-Health Sciences,Maybe,11100000.0,10001111000.0,No,No,Yes,No,Maybe,Maybe,No,Maybe,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (11th Grade),Human Sciences,Maybe,11100000.0,10001111000.0,No,No,Yes,Maybe,No,Maybe,Maybe,No,Yes,Yes,Yes,Maybe,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (10th Grade),Exact Sciences,Maybe,11110000.0,10001111000.0,Yes,No,Yes,,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,High School (11th Grade),Human Sciences,Maybe,11110000.0,10001111000.0,No,No,Yes,Yes,Yes,Maybe,No,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No
2014,F,Middle School,Biology-Health Sciences,Yes,10110100.0,10001111001.0,No,Yes,No,No,Yes,No,Maybe,No,Yes,Yes,Maybe,Maybe,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2014,F,Middle School,Biology-Health Sciences,Maybe,11110100.0,10001111001.0,No,No,Yes,Yes,Yes,Maybe,Maybe,No,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2014,F,Middle School,Biology-Health Sciences,Maybe,11110100.0,10001111001.0,No,No,Yes,Yes,Yes,Maybe,Maybe,No,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes
2014,F,Middle School,Biology-Health Sciences,Maybe,11100000.0,10001111100.0,No,Maybe,Yes,No,Maybe,Maybe,Maybe,No,Maybe,Yes,Yes,Maybe,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
2014,F,High School (10th Grade),,No,11110110.0,10001111100.0,No,No,Yes,Maybe,No,No,Maybe,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No
2014,F,Middle School,Biology-Health Sciences,Yes,11110111.0,10001111111.0,No,Maybe,No,Maybe,Yes,Maybe,No,No,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
2014,F,High School (11th Grade),Biology-Health Sciences,No,11100000.0,10011100000.0,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Maybe,Maybe,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
2014,F,High School (11th Grade),Human Sciences,Yes,11100000.0,10011111011.0,No,Maybe,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
2014,F,Middle School,Biology-Health Sciences,No,10010000.0,10100110000.0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No
2014,F,High School (12th Grade),Biology-Health Sciences,No,10010000.0,10100110000.0,No,No,Yes,Yes,Yes,No,No,No,Yes,Maybe,Maybe,Maybe,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No
2014,F,High School (11th Grade),Exact Sciences,Yes,11110000.0,10101010000.0,Maybe,Yes,Yes,Yes,Yes,Maybe,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No
2014,F,High School (11th Grade),Human Sciences,No,10000000.0,10101100000.0,No,Maybe,No,Maybe,Yes,No,Maybe,No,Maybe,Yes,Yes,Maybe,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
2014,F,Middle School,Human Sciences,Yes,10000000.0,10101101001.0,No,No,Yes,Yes,Maybe,Maybe,Maybe,No,Yes,Yes,Maybe,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes
2014,F,High School (10th Grade),Biology-Health Sciences,Yes,10110111.0,10101101101.0,No,Maybe,Yes,Yes,Yes,Maybe,Maybe,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
2014,F,Middle School,Exact Sciences,Maybe,10000010.0,10101110000.0,Maybe,No,Yes,Yes,Yes,No,Yes,No,Yes,Maybe,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No
2014,F,High School (12th Grade),Biology-Health Sciences,No,10000000.0,10101110000.0,No,No,Maybe,Maybe,No,No,Maybe,Maybe,Yes,Maybe,Maybe,Maybe,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No
2014,F,High School (11th Grade),Exact Sciences,Maybe,10000000.0,10101110000.0,No,No,Yes,Yes,Maybe,Maybe,Maybe,No,Yes,Maybe,Maybe,Maybe,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No
2014,F,High School (11th Grade),Human Sciences,Maybe,10000000.0,10101110000.0,Yes,No,Yes,Maybe,Yes,Maybe,Maybe,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No
2014,F,Middle School,Biology-Health Sciences,Yes,10100100.0,10101110000.0,Yes,No,Yes,Yes,Yes,Maybe,No,Maybe,Yes,Yes,Maybe,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No
2014,F,College,Human Sciences,No,11100000.0,10101110001.0,No,No,Yes,Maybe,No,No,Maybe,Maybe,Yes,Yes,Maybe,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes
